0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242
100000000376832;-0,10327637067982025;0,1032763706798203;-0,42450148509556546;0,06054131751102444;-0,06054131751102444;0,2200854998267267;0,004273506252978367;-0,004273506252978358;0;0;0;0;0;0;-0,17165243781330788;0,08190884820279447;0,01602564498605847;-0,029202281984776347;-0,017806270296326223;-0,06089744642572921;0;0;0;0,19159546372283437;-0,004273506252978355;0,027599718816025125;-0,20370373136637393;-0,017806269818724744;-0,03561254040161171;0,1296296465048772;-0,0035612549189476886;-0,0016025649284471463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,1716524378133079;-0,01602564498605845;-0,08190884820279448;-0,029202281984776344;0,060897446425729224;0,017806270296326216;0;0;0;-0,10398861474581901;0,04594017630743045;-0,0356125407836929;0,04843305297507811;-0,09081197774710116;0,03561254078369289;0;0;0;0;0;0;0;0;0;0;0;0;0,19159546372283437;-0,027599718816025128;0,0042735062529783725;-0,20370373136637396;0,03561254040161171;0,017806269818724726;0,1296296465048773;0,001602564928447149;0,0035612549189477033;0;0;0;0;0;0;-0,10398861474581902;0,03561254078369291;-0,04594017630743043;0,04843305297507812;-0,03561254078369291;0,09081197774710116;0;0;0;0,12072650906422759;-0,0016025649284471415;0,001602564928447145;-0,06552707587068621;-0,03561254040161173;0,03561254040161171;0,043091173977012766;0,02759971881602513;-0,027599718816025125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-0,10327637067982025;100000000376832;-0,10327637067982029;0,08190884820279448;-0,1716524378133079;-0,01602564498605847;-0,004273506252978375;0,19159546372283437;-0,027599718816025118;0;0;0;0;0;0;0,060541317511024414;-0,4245014850955655;0,060541317511024435;-0,017806269818724733;-0,20370373136637399;0,0356125404016117;0;0;0;0,004273506252978383;0,2200854998267267;0,004273506252978361;-0,01780627029632624;-0,029202281984776323;0,06089744642572922;-0,0035612549189476877;0,12962964650487724;0,0016025649284471459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,016025644986058466;-0,17165243781330794;0,08190884820279452;0,045940176307430435;-0,10398861474581904;0,03561254078369289;0;0;0;0,06089744642572922;-0,02920228198477631;-0,01780627029632622;-0,09081197774710116;0,04843305297507812;-0,035612540783692914;0;0;0;0;0;0;0;0;0;0;0;0;-0,02759971881602512;0,19159546372283442;-0,004273506252978388;0,03561254078369289;-0,10398861474581902;0,04594017630743044;-0,0016025649284471498;0,1207265090642276;-0,0016025649284471528;0;0;0;0;0;0;0,03561254040161172;-0,20370373136637399;-0,017806269818724723;-0,035612540401611714;-0,06552707587068625;-0,03561254040161171;0;0;0;0,0016025649284471585;0,12962964650487727;-0,0035612549189477016;-0,035612540783692914;0,04843305297507812;-0,09081197774710116;0,02759971881602514;0,04309117397701277;0,02759971881602513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,1032763706798203;-0,10327637067982029;100000000376832;-0,08190884820279451;-0,016025644986058463;-0,17165243781330794;0,004273506252978379;-0,027599718816025128;0,19159546372283437;0;0;0;0;0;0;0,016025644986058477;0,08190884820279451;-0,17165243781330794;-0,045940176307430435;0,03561254078369291;-0,10398861474581902;0;0;0;0,027599718816025125;-0,004273506252978377;0,1915954637228344;-0,035612540783692914;0,045940176307430455;-0,10398861474581902;0,0016025649284471543;-0,0016025649284471485;0,1207265090642276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,060541317511024435;0,06054131751102446;-0,42450148509556546;0,017806269818724733;0,035612540401611714;-0,20370373136637396;0;0;0;-0,03561254040161171;-0,017806269818724723;-0,20370373136637393;0,0356125404016117;-0,035612540401611714;-0,06552707587068622;0;0;0;0;0;0;0;0;0;0;0;0;-0,004273506252978373;0,004273506252978347;0,22008549982672673;0,017806270296326213;0,06089744642572922;-0,029202281984776316;0,0035612549189477033;0,0016025649284471472;0,1296296465048773;0;0;0;0;0;0;-0,060897446425729224;-0,017806270296326213;-0,029202281984776313;0,09081197774710117;-0,03561254078369289;0,04843305297507811;0;0;0;-0,0016025649284471507;-0,003561254918947707;0,12962964650487727;0,0356125407836929;-0,09081197774710119;0,04843305297507811;-0,027599718816025128;0,027599718816025128;0,04309117397701278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-0,42450148509556546;0,08190884820279448;-0,08190884820279451;100000000376832;-7,860465750519907E-18;2,5587171270657905E-17;-0,42450148509556546;-0,08190884820279448;0,08190884820279445;0;0;0;0;0;0;0,04273504539981316;-0,14245016504517713;-0,021367530787289996;0,04273504539981322;0,14245016504517713;0,021367530787289986;0;0;0;-0,20370373136637396;0,017806270296326216;-0,035612540783692914;0,36467241618669155;1,6073297207097603E-17;1,6263032587282567E-19;-0,20370373136637396;-0,01780627029632623;0,035612540783692914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04273504539981318;0,02136753078728997;0,14245016504517716;0,04273504539981322;-0,021367530787289972;-0,14245016504517713;0;0;0;-0,04273504539981325;-0,10683762158691641;0,07122508156738581;-0,04273504539981324;0,10683762158691641;-0,07122508156738581;0;0;0;0;0;0;0;0;0;0;0;0;-0,20370373136637399;0,0356125407836929;-0,017806270296326233;0,36467241618669155;7,806255641895632E-18;1,734723475976807E-18;-0,20370373136637399;-0,035612540783692914;0,01780627029632622;0;0;0;0;0;0;-0,04273504539981325;-0,07122508156738581;0,10683762158691641;-0,04273504539981324;0,0712250815673858;-0,1068376215869164;0;0;0;-0,06552707587068622;0,035612540783692914;-0,035612540783692914;0,13105415174137247;3,686287386450715E-18;1,4094628242311558E-18;-0,06552707587068621;-0,035612540783692914;0,035612540783692914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,06054131751102444;-0,1716524378133079;-0,016025644986058463;-7,860465750519907E-18;100000000376832;-0,12820514412762252;-0,06054131751102443;-0,17165243781330794;-0,01602564498605848;0;0;0;0;0;0;-0,14245016351685233;0,04273504539981321;-0,02136752792168176;0,1424501635168523;0,0427350453998132;-0,021367527921681756;0;0;0;0,017806269818724723;-0,029202281984776337;-0,04594017630743044;1,3145951341386741E-17;-0,09116810530966342;-0,02564103493882216;-0,017806269818724744;-0,029202281984776313;-0,04594017630743046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,021367527921681766;0,14957266526736462;0,021367530787289993;0,02136752792168177;0,1495726652673646;0,021367530787290014;0;0;0;-0,10683762101379468;-0,14957266526736457;0,1068376215869164;0,10683762101379467;-0,14957266526736457;0,10683762158691641;0;0;0;0;0;0;0;0;0;0;0;0;0,035612540401611714;-0,10398861474581901;-0,06089744642572923;9,540979117872439E-18;0,16524218294558154;0,025641034938822155;-0,03561254040161172;-0,10398861474581902;-0,060897446425729224;0;0;0;0;0;0;-0,07122508080322344;-0,04273504539981323;0,10683762101379465;0,07122508080322343;-0,0427350453998132;0,10683762101379464;0;0;0;0,035612540401611714;0,04843305297507813;-0,09081197774710116;4,119968255444917E-18;-0,09686610595015621;0,12820514412762252;-0,035612540401611735;0,048433052975078106;-0,09081197774710115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-0,06054131751102444;-0,01602564498605847;-0,17165243781330794;2,5587171270657905E-17;-0,12820514412762252;100000000376832;0,06054131751102443;-0,01602564498605848;-0,1716524378133079;0;0;0;0;0;0;0,021367527921681763;0,021367530787289982;0,14957266526736462;-0,021367527921681763;0,021367530787290003;0,14957266526736462;0;0;0;-0,03561254040161171;-0,06089744642572921;-0,10398861474581901;-2,710505431213761E-19;0,025641034938822162;0,16524218294558152;0,0356125404016117;-0,06089744642572922;-0,10398861474581902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14245016351685238;-0,021367527921681752;0,042735045399813196;-0,14245016351685238;-0,021367527921681756;0,042735045399813175;0;0;0;0,07122508080322343;0,10683762101379465;-0,042735045399813223;-0,0712250808032234;0,10683762101379465;-0,042735045399813196;0;0;0;0;0;0;0;0;0;0;0;0;-0,017806269818724744;-0,045940176307430455;-0,029202281984776313;6,938893903907228E-18;-0,025641034938822152;-0,0911681053096634;0,01780626981872472;-0,045940176307430435;-0,029202281984776316;0;0;0;0;0;0;0,10683762101379465;0,10683762158691641;-0,1495726652673646;-0,10683762101379464;0,10683762158691641;-0,14957266526736462;0;0;0;-0,035612540401611714;-0,09081197774710116;0,04843305297507811;6,505213034913027E-19;0,12820514412762252;-0,0968661059501562;0,035612540401611714;-0,09081197774710116;0,04843305297507813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,2200854998267267;-0,004273506252978375;0,004273506252978379;-0,42450148509556546;-0,06054131751102443;0,06054131751102443;100000000376832;-2,7755575615628914E-17;5,551115123125783E-17;-0,4245014850955654;0,060541317511024456;-0,060541317511024505;0,22008549982672665;0,004273506252978376;-0,004273506252978345;-0,029202281984776302;0,01780627029632623;0,06089744642572921;-0,3433048756266158;1,3877787807814457E-17;-3,469446951953614E-18;-0,02920228198477636;-0,01780627029632623;-0,06089744642572921;0,12962964650487727;0,003561254918947699;0,001602564928447152;-0,20370373136637396;0,01780626981872473;0,03561254040161171;0,38319092744566874;3,382710778154774E-17;1,0408340855860843E-17;-0,2037037313663739;-0,017806269818724785;-0,035612540401611714;0,1296296465048772;-0,003561254918947673;-0,0016025649284471433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0292022819847763;-0,06089744642572922;-0,017806270296326244;-0,34330487562661594;0;-5,551115123125783E-17;-0,029202281984776354;0,06089744642572922;0,01780627029632624;0,04843305297507813;0,09081197774710117;-0,03561254078369291;-0,20797722949163805;1,3877787807814457E-17;-6,938893903907228E-18;0,04843305297507812;-0,09081197774710119;0,03561254078369292;0;0;0;0;0;0;0;0;0;0,12962964650487727;-0,0016025649284471563;-0,003561254918947686;-0,20370373136637399;-0,035612540401611714;-0,01780626981872474;0,3831909274456687;-1,0408340855860843E-17;6,071532165918825E-18;-0,20370373136637393;0,035612540401611714;0,01780626981872473;0,12962964650487724;0,0016025649284471463;0,003561254918947706;0,04843305297507812;0,035612540783692914;-0,09081197774710119;-0,20797722949163805;6,938893903907228E-18;-6,938893903907228E-18;0,048433052975078106;-0,03561254078369291;0,09081197774710116;0,04309117397701276;-0,027599718816025135;0,02759971881602514;-0,06552707587068622;0,035612540401611714;-0,03561254040161172;0,24145301812845515;3,903127820947816E-18;1,4094628242311558E-17;-0,0655270758706862;-0,03561254040161172;0,035612540401611714;0,04309117397701276;0,02759971881602514;-0,02759971881602513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,004273506252978367;0,19159546372283437;-0,027599718816025128;-0,08190884820279448;-0,17165243781330794;-0,01602564498605848;-2,7755575615628914E-17;100000000376832;-0,20655274135964055;0,08190884820279452;-0,1716524378133079;-0,016025644986058452;-0,004273506252978356;0,19159546372283437;-0,027599718816025118;0,01780626981872473;-0,20370373136637396;0,035612540401611714;-6,938893903907228E-18;-0,849002970191131;0,12108263502204888;-0,017806269818724733;-0,20370373136637396;0,035612540401611686;0,0035612549189477116;0,12962964650487727;0,0016025649284471448;0,01780627029632621;-0,029202281984776354;0,06089744642572921;3,642919299551295E-17;0,4401709996534534;0,008547012505956741;-0,017806270296326275;-0,029202281984776278;0,06089744642572921;-0,003561254918947674;0,1296296465048772;0,0016025649284471552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,04594017630743044;-0,10398861474581904;0,03561254078369291;-6,938893903907228E-18;-0,3433048756266158;0,16381769640558902;0,04594017630743044;-0,10398861474581905;0,035612540783692914;0,09081197774710117;0,0484330529750781;-0,03561254078369291;0;-0,058404563969552695;-0,03561254059265245;-0,09081197774710117;0,04843305297507813;-0,03561254078369291;0;0;0;0;0;0;0;0;0;0,0016025649284471433;0,1207265090642276;-0,001602564928447151;-0,03561254078369291;-0,10398861474581904;0,04594017630743043;3,469446951953614E-18;0,3831909274456688;-0,008547012505956736;0,0356125407836929;-0,10398861474581898;0,04594017630743043;-0,0016025649284471515;0,12072650906422758;-0,0016025649284471507;0,03561254040161172;-0,06552707587068624;-0,03561254040161171;0;-0,40740746273274797;-0,03561253963744947;-0,035612540401611714;-0,0655270758706862;-0,03561254040161173;-0,027599718816025128;0,04309117397701279;0,027599718816025128;0,0356125407836929;0,04843305297507812;-0,09081197774710117;9,75781955236954E-18;0,25925929300975453;-0,0071225098378953884;-0,035612540783692914;0,04843305297507813;-0,09081197774710119;0,02759971881602514;0,04309117397701276;0,027599718816025135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-0,004273506252978358;-0,027599718816025118;0,19159546372283437;0,08190884820279445;-0,01602564498605848;-0,1716524378133079;5,551115123125783E-17;-0,20655274135964055;100000000376832;-0,08190884820279459;-0,01602564498605846;-0,17165243781330794;0,004273506252978386;-0,027599718816025107;0,19159546372283437;0,04594017630743045;0,03561254078369291;-0,10398861474581902;6,938893903907228E-18;0,16381769640558902;-0,3433048756266159;-0,045940176307430435;0,03561254078369288;-0,10398861474581905;-0,0016025649284471433;-0,001602564928447152;0,12072650906422762;0,0356125407836929;0,045940176307430455;-0,10398861474581904;1,734723475976807E-17;-0,008547012505956717;0,38319092744566874;-0,03561254078369293;0,04594017630743042;-0,103988614745819;0,0016025649284471498;-0,0016025649284471355;0,1207265090642276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,01780626981872474;0,035612540401611714;-0,20370373136637399;-2,0816681711721685E-17;0,12108263502204891;-0,849002970191131;0,01780626981872475;0,03561254040161173;-0,20370373136637399;-0,03561254040161172;-0,03561254040161172;-0,06552707587068622;-6,938893903907228E-18;-0,03561253963744947;-0,40740746273274797;0,035612540401611714;-0,03561254040161173;-0,06552707587068624;0;0;0;0;0;0;0;0;0;-0,0035612549189476895;0,0016025649284471442;0,12962964650487727;-0,017806270296326233;0,06089744642572921;-0,029202281984776337;1,734723475976807E-17;0,008547012505956728;0,4401709996534534;0,01780627029632622;0,06089744642572921;-0,029202281984776268;0,003561254918947707;0,0016025649284471515;0,1296296465048773;-0,0908119777471012;-0,0356125407836929;0,04843305297507811;6,938893903907228E-18;-0,035612540592652446;-0,05840456396955263;0,09081197774710117;-0,03561254078369292;0,04843305297507815;0,02759971881602514;0,027599718816025135;0,04309117397701277;-0,035612540783692914;-0,09081197774710119;0,04843305297507811;1,3444106938820255E-17;-0,007122509837895379;0,25925929300975453;0,0356125407836929;-0,0908119777471012;0,04843305297507811;-0,027599718816025128;0,027599718816025146;0,043091173977012766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;-0,4245014850955654;0,08190884820279452;-0,08190884820279459;100000000376832;-1,6534083130403943E-17;1,1188966420050406E-16;-0,4245014850955653;-0,0819088482027945;0,08190884820279443;0;0;0;0,04273504539981317;-0,14245016504517716;-0,021367530787289996;0,042735045399813265;0,14245016504517713;0,021367530787289986;0;0;0;0;0;0;-0,20370373136637387;0,01780627029632618;-0,035612540783692914;0,3646724161866914;8,876905287225068E-17;1,1980434005964824E-17;-0,20370373136637387;-0,01780627029632627;0,0356125407836929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04273504539981318;0,021367530787289955;0,14245016504517719;0,04273504539981323;-0,02136753078728997;-0,14245016504517719;0;0;0;-0,04273504539981323;-0,10683762158691644;0,07122508156738584;-0,04273504539981325;0,10683762158691641;-0,07122508156738581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,20370373136637393;0,035612540783692914;-0,01780627029632623;0,3646724161866915;8,673617379884035E-19;8,673617379884035E-19;-0,20370373136637396;-0,0356125407836929;0,01780627029632622;0;0;0;-0,04273504539981324;-0,07122508156738581;0,10683762158691644;-0,042735045399813223;0,0712250815673858;-0,10683762158691641;0;0;0;0;0;0;-0,06552707587068618;0,03561254078369293;-0,035612540783692914;0,13105415174137242;-8,673617379884035E-19;9,107298248878237E-18;-0,0655270758706862;-0,035612540783692914;0,0356125407836929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
